Name_ZH,Name_EN,Title_ZH,Title_EN,Company_ZH,Company_EN,Biography_ZH,Biography_EN,Interview1_ZH,Interview1_EN,Interview2_ZH,Interview2_EN,Interview3_ZH,Interview3_EN,ImageURL,LocalImage
Rahim Taghizadegan,Rahim Taghizadegan,CEO,CEO,Deedsats,Deedsats,Rahim Taghizadegan 被誉为“奥地利学派正统传承中的最后一位奥地利经济学家”，在奥地利、瑞士、列支敦士登与德国多所大学授课，著有 15 本以上作品，是首位在大学课堂系统讲授比特币的经济学家。他创立了位于楚格的 scholarium.at，致力于在全球建设“比特币城堡”和教育据点，并创办 deedsats.com，为基于 RGB 与比特币的数字资产构建注重隐私的解决方案。,"Rahim Taghizadegan is the last Austrian economist of the Austrian School in the direct tradition, teaching at universities in Austria, Switzerland, Liechtenstein, and Germany. Author of over 15 books, he was the first economist to teach about Bitcoin at university. He is the founder of scholarium.at, based in Zug, building Bitcoin citadels and educational hubs around the world, and of deedsats.com, building privacy-friendly solutions for digital assets on RGB and Bitcoin.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Deedsats 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Deedsats, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6887b638dc64b755698d9ae9_7nft8uflwoyr95y_2ulqj8_lcg2NIIqB9DhK9PGwM74.webp,avatars/mena-speakers/rahim-taghizadegan.webp
Raj⚡ Maitra,Raj⚡ Maitra,CEO,CEO,Bitshala,Bitshala,比特币之前：2016 年毕业于印度理工学院马德拉斯分校结构工程硕士，2016–2021 年期间担任专业结构工程师，参与海上钻井平台、水处理厂、桥梁与地铁高架等工程。2017 年在区块扩容之争末期发现比特币，并迅速沉迷，完全自学货币史、奥地利经济学，以及密码学与数学。随着比特币热情不断加深，他开始学习编程并逐步参与比特币 FOSS 项目开发，2020 年起在 RGB 和 Bitcoin Core 做出早期贡献。他将这段从“Hello World 到 Bitcoin Core”的自学历程记录在博客中。2021 年，他放弃结构工程师职业，全职投入比特币开发，并成为印度首位获得 Spiral 开发者资助的人。从那以后，比特币成为他的人生使命：以一切力所能及的方式为“自由产业”贡献。比特币之后：作为开发者，他 2020–2021 年参与 Bitcoin Core 和 RGB，2021–2023 年在 BDK 团队工作，2023 年起担任 CoinSwap 的核心开发与项目经理。作为社区组织者，他于 2018 年共同创办印度首个“只谈比特币”的 Telegram 社群，2019 年在班加罗尔举办首场比特币 Only 线下聚会，2022 年又先后在果阿发起比特币聚会并承办印度首个比特币 Only 大会的技术议程。作为教育者，他自 2022 年起担任 Summer of Bitcoin 导师，并在 2023 年创立 Bitshala，通过系统教育项目培养新一代比特币开发者，为他们提供学习路径、降低进入 FOSS 的门槛，并通过带薪 Fellowship 计划，帮助他们为真实比特币项目做出专业贡献。,"Pre-Bitcoin:Graduated M.Tech in Structural Engineering in 2016, from IIT Madras.Worked as a professional Structural Engineer for offshore oil rigs, water treatment plants, bridges, and metro viaducts. 2016-2021.Found Bitcoin in 2017 at the dusk of the Blocksize War. Fell in love with the whole idea and started studying deeper. My journey has been entirely self-taught, where I taught myself the history of money, the principles of Austrian economics, and eventually cryptography and maths.Over time the Bitcoin obsession became so big, that I started learning to code. Eventually, I became good enough to start contributing to Bitcoin FOSS projects. Which landed my first part-time gig at RGB and my first little contributions to Bitcoin Core, in 2020.My journey self-studying at that time I documented in this blog: https://www.citadel21.com/from-hello-world-to-bitcoin-coreLeft my structural engineering career completely to work on Bitcoiin full-time by being blessed as the first recipient of the Spiral Dev Grant from India, in 2021.Since then my passion for Bitcoin has led me into an ongoing rabbit hole and it has become my life mission to contribute back to the Freedom Industry, in whatever way best I can.Post Bitcoin:Developer Works:Bitcoin Core Contributor: 2020-2021Developer at RGB: 2020-2021Developer at BDK: 20021-2023Lead Dev and PM in Coiinswap: 2023 onwards.Community Works:Cofounded the first Indian Bitcoin-Only Telegram channel: 2018.Organized the first Bitcoin-Only Meetup in Bangalore: 2019.Organized the first Biitcoiin-Only meetup in Goa: 2022.Organized the Technical Track of the first Bitcoin-Only Conference in India: 2022.Educational Works:Mentor at Summer of Bitcoin: Since 2022Started building Bitshala: 2023.Blogs: https://rajarshi149.medium.com/Bitshala:At Bitshala we organize a package of educational activities to train the upcoming Bitcoin developers. We offer a roadmap to aspiring developers, reducing the barrier to entry in Bitcoiin FOSS, and finally get them started with a paid Felklowshiip Program to start professional contributions to real Biitcoiin FOSS projects.Find more details here: https://bitshala.org/My Twitter: https://x.com/RajarshiMaitraPresentation Description:The presentation will be on Bitshala, explaining its objective, mission, and models.I will brief about all the programs we take up at Bitshala. The roadmap to becoming a Bitcoin development, and how people can start getting involved.I will talk a bit about the FOSS Dev mindset, soft-skills required to be a FOSS dev, and tips on selecting FOSS projects to start contributing.The talk concludes with a concrete roadmap for aspiring developers in the room to start taking Bitcoin FOSS as a viable career alternative.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Bitshala 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Bitshala, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691c8553c6e24a0ebc526da9_40bf5445b45ff5652c85a5e7.webp,avatars/mena-speakers/raj-maitra.webp
Rami Alsridi,Rami Alsridi,Founder & CEO,Founder & CEO,Mining Grid,Mining Grid,我的比特币之旅始于 2017 年，当时我还是一名网络安全顾问。某位客户遭遇网络攻击，黑客索要比特币赎金，而我几乎不了解这种新型货币。作为对变革性科技充满热情的计算机工程师，这次经历激发了我的好奇心，引导我深挖比特币潜力。随着研究深入并与同行交流，我结识了一位早已在挖矿并编写以太坊智能合约的技术朋友，这进一步点燃了兴趣。后来，我们共同创立 Miningrid，打造一个通过安全的非托管钱包简化比特币挖矿的平台，让所有人都能轻松参与。我的使命是通过让比特币挖矿及其生态变得易懂且易用，帮助更多人掌握这一新工具。,"My Bitcoin journey began unexpectedly in 2017 while working as a cybersecurity consultant. A client had fallen victim to a cyberattack, with the hackers demanding payment in Bitcoin—a currency I knew little about at the time. This experience sparked my curiosity as a computer engineer passionate about transformative technology, leading me to explore Bitcoin’s potential. After delving into research and connecting with colleagues, I met a tech-savvy friend who was already mining Bitcoin and coding Ethereum smart contracts, which deepened my interest. As the founders of Miningrid, we created a platform that simplifies Bitcoin mining through a secure, non-custodial wallet, making it accessible to all. My mission is to empower others by making Bitcoin mining and its ecosystem both understandable and approachable",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Mining Grid 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Mining Grid, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6883c949c8010f9258ccf6f8_a2guBYnAcSBYkxhzYhiK4dQP6QxyTfKhiwObeBgd-TU.webp,avatars/mena-speakers/rami-alsridi.webp
Redouane Elkamhi,Redouane Elkamhi,Professor of Finance & Core Contributor,Professor of Finance & Core Contributor,GOAT Network,GOAT Network,Redouane Elkamhi 是多伦多大学罗特曼管理学院金融学教授，在战略与战术资产配置、加密货币与去中心化金融方面享有盛誉。他曾担任罗特曼金融创新中心下属金融实验室首任联合主任，主导区块链、DeFi 和加密创业方向的项目。凭借 20 多年经验，他长期为加拿大多家顶级养老金提供顾问服务，在“全基金管理”和创新投资策略方面提供深度洞见。其研究成果多次在顶尖学术与行业会议上发表，并刊载于一流金融与经济学期刊。Elkamhi 教授曾获得日本开发银行 Shimomura Fellowship、加拿大多所高校的科研卓越奖，并多次斩获 ICPM、PCAM、AFFI、GARP、IFM2、《金融研究评论》《资产定价研究评论》等机构与期刊的最佳论文奖。,"Redouane Elkamhi is a Professor of Finance at the Rotman School of Management, University of Toronto, and a renowned expert in strategic and tactical asset allocation, cryptocurrency, and decentralized finance. He served as the inaugural co-director of the Finance Lab at the Rotman Financial Innovation Hub, where he spearheaded initiatives in blockchain, decentralized finance, and crypto-ventures.With over two decades of experience, Professor Elkamhi has been a trusted senior advisor to several of Canada’s largest pension funds, providing insights into total fund management and innovative investment strategies. His research has been presented at premier academic and industry conferences and published in leading finance and economics journals.Professor Elkamhi's contributions to the field have earned him numerous accolades, including the prestigious Shimomura Fellowship from the Development Bank of Japan and Excellence in Research Awards from the University of Toronto and the University of Iowa. He has also received multiple Best Research Paper Awards from esteemed organizations and journals, such as ICPM, PCAM, AFFI, GARP, IFM2, the Review of Financial Studies, and the Review of Asset Pricing Studies.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 GOAT Network 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at GOAT Network, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68eea67164f559a3412d148e_vGwtl_pFm-r6R_8e30GbwUYt6L6yW-nRXYctHeq_qpI.webp,avatars/mena-speakers/redouane-elkamhi.webp
Robbie Maltby,Robbie Maltby,Full Stack Marketer,Full Stack Marketer,Bitcoin Studios,Bitcoin Studios,他从“法币世界”的全栈市场人转型为比特币人，如今专注帮助“比特币原生”创业者寻找产品市场匹配，同时在 Bitcoin Studios 旗下孵化自己的项目，包括土地为基础的创业社群 Bitcoin Works 以及比特币抵押按揭服务 Bit Mortgage。,Full-stack fiat marketer turned Bitcoiner. Supporting Bitcoin-native builders to find product–market fit while building my own under Bitcoin Studios — current projects: Bitcoin Works (land-based startup society) and Bit Mortgage (Bitcoin-backed mortgage provider).,本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Bitcoin Studios 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Bitcoin Studios, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68ffaa286d83ee45cd6493fb_DnHKeo6eGEL4qp71hAviHUNssMdzM6fma7DjnvvD6mg.webp,avatars/mena-speakers/robbie-maltby.webp
Robert Warren,Robert Warren,Head of Research and Education,Head of Research and Education,Bitcoin Park,Bitcoin Park,暂无中文介绍（可在 interviews_mena.csv 中补充）,"Robert Warren is a builder with experience in, product, operations, and research. His technical training in Philosophy and Psychology, and a Master's in Education, positions him to explain and share freedom technologies and their cultural implications. He currently contributes at Bitcoin Park, leading Research, Education, and Programming and authored the Bitcoin Miner's Almanac",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Bitcoin Park 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Bitcoin Park, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691c8381682d1687f181f7f5_GGRyCpj7_H_B20q6ATroPb-8mpKwZ4okrPxYhB9S30g.webp,avatars/mena-speakers/robert-warren.webp
Robin Seyr,Robin Seyr,Founder & Host,Founder & Host,Robin Seyr Podcast,Robin Seyr Podcast,暂无中文介绍（可在 interviews_mena.csv 中补充）,Daily Bitcoin Podcast Host. All-In Bitcoin since he is 21 years old and committed to interview every day a Bitcoiner in the next 10 years!,本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Robin Seyr Podcast 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Robin Seyr Podcast, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6883c8ee765ea05df5f778b0_KANnJJW8UIVooRjlAorwY2Pq5GFWnZxI-4p-a8dk55o.webp,avatars/mena-speakers/robin-seyr.webp
Rohan Hirani,Rohan Hirani,Co-Founder,Co-Founder,BitcoinQuant,BitcoinQuant,暂无中文介绍（可在 interviews_mena.csv 中补充）,"Rohan Hirani is the Co-Founder of BitcoinQuant, a data platform focused on bringing greater transparency to Bitcoin treasury investors. Prior to building BitcoinQuant, he was a Strategy Consultant at Bain & Company, where he specialized in private equity market analysis across software and wealth management.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 BitcoinQuant 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at BitcoinQuant, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68eea67164f559a3412d148a_c1BszcAoa6XOMLSQ7Hag2ydHD7XT18T2KO1XNMrrBm0.webp,avatars/mena-speakers/rohan-hirani.webp
Roman Martinez,Roman Martinez,Cofounder,Cofounder,Bitcoin Beach,Bitcoin Beach,暂无中文介绍（可在 interviews_mena.csv 中补充）,Community Leader at BitcoinbeachCo-founder GoodLifeElSalvadorCo-founder Bitcoinbeach,本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Bitcoin Beach 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Bitcoin Beach, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691f2c600cb1fc3818b2cc42_xhPCPWUV3fnEM362Hei0bBtsWiFx9zqY9w3ubgzmKAY.webp,avatars/mena-speakers/roman-martinez.webp
Roya Mahboob,Roya Mahboob,CEO,CEO,Digital Citizen Fund,Digital Citizen Fund,暂无中文介绍（可在 interviews_mena.csv 中补充）,"Roya Mahboob is an entrepreneur and Afghanistan’s first female tech CEO, but her impact extends far beyond the sphere of business. Ms. Mahboob has used her success and tech expertise to help educate and empower Afghan women and girls, and she has been an outspoken advocate for their rights. She founded the Digital Citizen Fund (DCF), which aims to increase Afghan women’s technological and financial literacy. She also co-founded and supports the Afghan Girls Robotics Team. Ms. Mahboob has worked to build Innovation/Tech Centers across Afghanistan and has launched an online platform to strengthen the voices of Afghan women and journalists. Ancillary to this, she regularly speaks and writes eloquently about the vital importance of STEAM education and economic opportunity for women and girls as they pertain to human rights. Ms. Mahboob was named to TIME’s 2013 list of 100 Most Influential People and received the 2014 Tribeca Disruptive Innovation Award, The Advancement of Gender Equality through Education Award, Young Leader of World Economic Forum 2015 , Asia Game changer 2019, Doha forum award of 2022, LantosHumanRights awards, the prestigious Presidential Leadership Scholarship and is a founding Leader of The NewNow, a group of rising global leaders tackling global challenges.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Digital Citizen Fund 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Digital Citizen Fund, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68cd7150c7723bfc76c8095d_Sd-IJy3o80C-q0w4X0a8bpE8qJOui8vbOnaMP8cdv_4.webp,avatars/mena-speakers/roya-mahboob.webp
Russell Okung,Russell Okung,Professional Athlete/Investor,Professional Athlete/Investor,Bitcoin,Bitcoin,暂无中文介绍（可在 interviews_mena.csv 中补充）,First professional athlete paid in Bitcoin.,本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Bitcoin 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Bitcoin, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6883c9096def056107a0f097_S_bGe68rrVxFgc94VBPJMi1ruOJKNvQ6QSl76GYU3n8.webp,avatars/mena-speakers/russell-okung.webp
Ruzbeh Kroner,Ruzbeh Kroner,CEO,CEO,21st Capital,21st Capital,暂无中文介绍（可在 interviews_mena.csv 中补充）,"Ruzbeh is the co-founder and CEO of 21st Capital, the Gulf region’s only self-custody platform with collaborative custody and multilayer timelocks. He brings 17+ years of banking experience across Germany, the UAE, the USA, and Switzerland, spanning derivatives, payments, compliance, sales, and fundraising. Active in Bitcoin since 2017, he co-founded Bitguide, an open Bitcoin university. Ruzbeh’s work bridges institutional-grade financial rigor with the security and sovereignty of Bitcoin-native custody.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 21st Capital 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at 21st Capital, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68f1512aa7ee7334c28ad888_JwFkTTmnA9rdf1EriCIqdny_CBYfoC3DcnfbLwYtJPs.webp,avatars/mena-speakers/ruzbeh-kroner.webp
Salahuddin Khawaja,Salahuddin Khawaja,Founder,Founder,Hypermode,Hypermode,暂无中文介绍（可在 interviews_mena.csv 中补充）,"Salah spent 20 years in NY running tech projects on Wall Street. Initially as a Management Consulting at Deloitte (for clients like MasterCard, CapitalOne, Citi, Lehman) and then worked in house at JP Morgan and Bank of America. At Bank of America he was Managing Director of Automation running a team of 300 people.He saw the potential of Bitcoin in 2014 and has been HODLing since.Salah started in tech early - with learning to code in high school. He then went to LUMS and got his Bachelors in Computer Science in 1997. He then got a Masters in Telecommunication and Network Management from Syracuse University in 1999.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Hypermode 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Hypermode, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6908e6a415d7acefd035c41c_mmV_qxkTyYwjMA5s38WjVPgIazHE_FMiDiIo1MR_GJI.webp,avatars/mena-speakers/salahuddin-khawaja.webp
Sam Callahan,Sam Callahan,Director of Bitcoin Strategy & Research,Director of Bitcoin Strategy & Research,OranjeBTC,OranjeBTC,暂无中文介绍（可在 interviews_mena.csv 中补充）,"Sam Callahan is Director of Strategy & Research at OranjeBTC, overseeing Bitcoin treasury operations and leading the firm’s research and education. He previously served as Vice President at Battery Finance and Lead Analyst at Swan Bitcoin, and he sits on the advisory boards of MARA Digital Holdings and Cantilever Advisors.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 OranjeBTC 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at OranjeBTC, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68dd461fc611e7a64156b13a_xWnfdMcIncqy6FrUTv-j2Zq_7fvq6npx_A118xDiBXA.webp,avatars/mena-speakers/sam-callahan.webp
Sanjay Gupta,Sanjay Gupta,Chief Strategy Officer,Chief Strategy Officer,"Auradine, Inc.","Auradine, Inc.",暂无中文介绍（可在 interviews_mena.csv 中补充）,"Sanjay Gupta leads Strategy, Business Development & Marketing at Auradine, a pioneer in web infrastructure solutions including AI, blockchain, and security. He has 25+ years of senior-level experience in driving the disruptive growth of global technology and financial services companies. Sanjay has a consistent track record of driving step-change growth across multi-billion-dollar organizations.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?","结合您在 Auradine, Inc. 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？","Based on your frontline work at Auradine, Inc., which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68cd6a03c1ae17422a3eb9bd_32de9b35cf65efc5003adee0.webp,avatars/mena-speakers/sanjay-gupta.webp
Saqr Ereiqat,Saqr Ereiqat,Secretary General,Secretary General,Dubai Digital Asset Association,Dubai Digital Asset Association,暂无中文介绍（可在 interviews_mena.csv 中补充）,"Saqr Mashhor Ereiqat is the Secretary General of the Dubai Digital Asset Association (D2A2), focused on driving the regulated, institutional adoption of Bitcoin and digital assets.With a 20-year career in technology, Saqr is a vital voice on how major markets develop regulatory clarity for decentralized finance.Digital Asset Achievements* Ecosystem Growth: Co-founded Crypto Oasis Ventures, a key initiative that has identified over 2,040 Web3 organizations in the UAE, demonstrating massive regional adoption.* Government Regulation: Advised in government regulation and strategy across 4 countries, including defining Dubai's government blockchain strategy and contributing to the Digital Nation Pakistan agenda.* Global Consulting Reach: Led complex consulting projects for public and private sector entities across 23 countries in Europe, the Middle East, and Africa at IBM.Saqr offers an essential, data-driven view on how state-level policy directly impacts the global growth and acceptance of Bitcoin.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Dubai Digital Asset Association 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Dubai Digital Asset Association, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68fa8fb078450df8b41a5195_74655e97017e989ae54d73ad.webp,avatars/mena-speakers/saqr-ereiqat.webp
Sarah White,Sarah White,General Manager,General Manager,African Bitcoiners|Africa Free Routing,African Bitcoiners|Africa Free Routing,暂无中文介绍（可在 interviews_mena.csv 中补充）,"Sarah White is the General Manager of African Bitcoiners, a community-driven organization dedicated to advancing Bitcoin education, adoption, and innovation across Africa. She has played a pivotal role in initiatives such as Africa Free Routing, a project within African Bitcoiners, which empowers developers across Africa with hands-on training to build on Bitcoin through Lightning bootcamps, and the Africa Bitcoin Ecosystem Infographic, which provides in-depth research and insights into Bitcoin projects, communities, and infrastructure across the continent.With a background in Petroleum and Process Engineering, Sarah blends technical acumen with strategic leadership to drive impactful projects that foster inclusion, education, and real-world Bitcoin adoption. Her mission is to make Bitcoin accessible and useful to everyday Africans, helping communities achieve financial freedom and sovereignty.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 African Bitcoiners|Africa Free Routing 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at African Bitcoiners|Africa Free Routing, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6908e6a9e7f5029b72c2ca31_w8mpcMxKbBtUNqvO-U63ZOh4-TV-GQex4WrKD56UEzA.webp,avatars/mena-speakers/sarah-white.webp
